research_date,query,query_result_count,rank,competitor,package,url,search_rating,exact_title_match,keyword_match,listing_rating,rating_count,review_count,installs,updated,screenshots,positioning,strong_side,weak_side,current_no1,leader_reason_hypothesis,meou_advantage,meou_gap,required_to_beat,winability_0_100,battle_class,evidence_type,confidence,source
2026-08-26,рассчитать натальную карту,500,8,Ведаскоп: джйотиш и натальная карта,ru.z9games.jyotish,https://www.rustore.ru/catalog/app/ru.z9games.jyotish,unknown,no,semantic_or_metadata_match,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,Top-10 visibility for the exact query.,No rating visible in search; detail listing not in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,55,MEDIUM BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D1%80%D0%B0%D1%81%D1%81%D1%87%D0%B8%D1%82%D0%B0%D1%82%D1%8C+%D0%BD%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D1%83%D1%8E+%D0%BA%D0%B0%D1%80%D1%82%D1%83
2026-08-26,рассчитать натальную карту,500,9,Mystica — натальная карта,app.mystica,https://www.rustore.ru/catalog/app/app.mystica,unknown,no,semantic_or_metadata_match,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,Top-10 visibility for the exact query.,No rating visible in search; detail listing not in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,55,MEDIUM BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D1%80%D0%B0%D1%81%D1%81%D1%87%D0%B8%D1%82%D0%B0%D1%82%D1%8C+%D0%BD%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D1%83%D1%8E+%D0%BA%D0%B0%D1%80%D1%82%D1%83
2026-08-26,рассчитать натальную карту,500,10,AstrAi — натальная карта и гороскоп,ru.astrai.app,https://www.rustore.ru/catalog/app/ru.astrai.app,unknown,no,semantic_or_metadata_match,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,Top-10 visibility for the exact query.,No rating visible in search; detail listing not in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,55,MEDIUM BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D1%80%D0%B0%D1%81%D1%81%D1%87%D0%B8%D1%82%D0%B0%D1%82%D1%8C+%D0%BD%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D1%83%D1%8E+%D0%BA%D0%B0%D1%80%D1%82%D1%83
2026-08-26,гороскоп,500,1,Гороскоп,net.kosev.scoping,https://www.rustore.ru/catalog/app/net.kosev.scoping,"4,7",yes,exact_title,"4,7",52,5,3 тыс +,4 февр 2026,3,"Получите доступ к своему гороскопу прямо с мобильного телефона или планшета. Приложение работает стабильно, не требует регистрации и не собирает ваши ",Exact head title,Только 3 скриншота и базовое generic-позиционирование.,Гороскоп,"HYPOTHESIS: exact generic title, 4,7 и 3 тыс+ делают net.kosev.scoping сильным head-лидером; SERP насыщена exact titles.","MEOU даёт личный прогноз по сохранённому natal context, а не только общий знак.",Брендовый title не объясняет «гороскоп»; новый продукт уступает установкам и узнаваемости.,"Сначала победить personal/period long-tail; затем 10 тыс+ organic proof, 4,7+ rating, высокий card→install CVR и стабильная индексация head-термина.",28,STRATEGIC BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH facts / MEDIUM inference,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF | listing: https://www.rustore.ru/catalog/app/net.kosev.scoping
2026-08-26,гороскоп,500,2,Гороскоп,com.grupoprecedo.horoscope,https://www.rustore.ru/catalog/app/com.grupoprecedo.horoscope,unknown,yes,exact_title,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,Exact keyword match in visible title.,No rating visible in search; detail listing not in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,28,STRATEGIC BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF
2026-08-26,гороскоп,500,3,Гороскопы,ru.mail.horo.android,https://www.rustore.ru/catalog/app/ru.mail.horo.android,"2,9",no,exact_phrase_in_title,"2,9",888,406,90 тыс +,17 мая 2022,6,"Следите за предсказаниями каждый день! Проверяйте совместимость знаков, узнавайте гороскопы друзей, читайте астрологические статьи.",90 тыс+ установок и 888 оценок,"2,9",see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,28,STRATEGIC BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH facts / MEDIUM inference,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF | listing: https://www.rustore.ru/catalog/app/ru.mail.horo.android
2026-08-26,гороскоп,500,4,Астрокалендарь ENIGMATA. Ежедневный гороскоп,com.special_algorithmic_systems.engm_personal,https://www.rustore.ru/catalog/app/com.special_algorithmic_systems.engm_personal,"4,8",no,exact_phrase_in_title,"4,8",56,45,10 тыс +,2 июл 2026,10,Полный функционал приложения доступен бесплатно первые 30 дней. Далее прогнозы доступны для подписчиков (платно). Приложение «Астрологический календа,10 тыс+,Отзывы сигналят о некорректной работе и обязательной регистрации,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,28,STRATEGIC BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH facts / MEDIUM inference,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF | listing: https://www.rustore.ru/catalog/app/com.special_algorithmic_systems.engm_personal
2026-08-26,гороскоп,500,5,Гороскоп,com.promobi.horo,https://www.rustore.ru/catalog/app/com.promobi.horo,unknown,yes,exact_title,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,Exact keyword match in visible title.,No rating visible in search; detail listing not in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,28,STRATEGIC BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF
2026-08-26,гороскоп,500,6,"AI-Астролог, Таро, Астрология, Гороскоп, Астробот",com.aiastrologer.app,https://www.rustore.ru/catalog/app/com.aiastrologer.app,"4,7",no,exact_phrase_in_title,"4,7",62,44,1 тыс +,4 авг 2026,10,"AI Астролог — это приложение с ИИ для тех, кто хочет получить персональный гороскоп, расклад таро, толкование снов, разбор натальной карты и советы на","4,7",Title перегружен пятью сущностями,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,28,STRATEGIC BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH facts / MEDIUM inference,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF | listing: https://www.rustore.ru/catalog/app/com.aiastrologer.app
2026-08-26,гороскоп,500,7,Гороскоп на каждый день: Астрология & Гороскопы,com.foresko.horoscopes,https://www.rustore.ru/catalog/app/com.foresko.horoscopes,"4,4",no,exact_phrase_in_title,"4,4",192,37,9 тыс +,26 авг 2025,4,"Представляем вам точный гороскоп на каждый день – превосходное приложение для тех, кто хочет узнать о том, что такое астрология и совместимость знаков",9 тыс+,"4,4",see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,28,STRATEGIC BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH facts / MEDIUM inference,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF | listing: https://www.rustore.ru/catalog/app/com.foresko.horoscopes
2026-08-26,гороскоп,500,8,Гороскоп на каждый день 2026. По дате рождения,ru.smartbear.programs.horoscopenew,https://www.rustore.ru/catalog/app/ru.smartbear.programs.horoscopenew,"4,7",no,exact_phrase_in_title,"4,7",18,6,10 тыс +,23 авг 2026,5,Гороскопы на каждый день Антарес (Antares) — персональный сборник гороскопов и актуальные статьи на русском языке! Бесплатное приложение содержит мудр,10 тыс+,Только 18 оценок,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,28,STRATEGIC BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH facts / MEDIUM inference,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF | listing: https://www.rustore.ru/catalog/app/ru.smartbear.programs.horoscopenew
2026-08-26,гороскоп,500,9,Гороскоп,com.daerhou.constellation,https://www.rustore.ru/catalog/app/com.daerhou.constellation,unknown,yes,exact_title,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,Exact keyword match in visible title.,No rating visible in search; detail listing not in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,28,STRATEGIC BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF
2026-08-26,гороскоп,500,10,Гороскоп на каждый день - онлайн,com.zylonix.horoscope,https://www.rustore.ru/catalog/app/com.zylonix.horoscope,"3,9",no,exact_phrase_in_title,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,Exact keyword match in visible title.,Detail metrics not audited in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,28,STRATEGIC BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF
2026-08-26,гороскоп на сегодня,498,1,Гороскоп на сегодня,com.Blogproger.Horoscope,https://www.rustore.ru/catalog/app/com.Blogproger.Horoscope,unknown,yes,exact_title,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,Exact keyword match in visible title.,No rating visible in search; detail listing not in 25-app deep sample.,Гороскоп на сегодня,"HYPOTHESIS: первые два результата имеют exact title, но без видимого рейтинга; качество карточек и social proof выглядят слабо.","Today в MEOU — 4–6 связанных персональных фрагментов, а не общий шаблон.","Нужно явно объяснить персональность и не обещать астрологические транзиты, которых продукт не рассчитывает.","Exact phrase в short/first 500; screenshot №1 «Личный прогноз на сегодня»; 4,7+ рейтинг и ежедневная freshness/retention.",65,QUICK WIN,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF+%D0%BD%D0%B0+%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F
2026-08-26,гороскоп на сегодня,498,2,Гороскоп на сегодня,com.rodkin.horoscopetodayai,https://www.rustore.ru/catalog/app/com.rodkin.horoscopetodayai,unknown,yes,exact_title,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,Exact keyword match in visible title.,No rating visible in search; detail listing not in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,65,QUICK WIN,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF+%D0%BD%D0%B0+%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F
2026-08-26,гороскоп на сегодня,498,3,Гороскоп на сегодня и совместимость,com.ttg.predskazaniyagadaniya2,https://www.rustore.ru/catalog/app/com.ttg.predskazaniyagadaniya2,"5,0",no,exact_phrase_in_title,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,Exact keyword match in visible title.,Detail metrics not audited in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,65,QUICK WIN,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF+%D0%BD%D0%B0+%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F
2026-08-26,гороскоп на сегодня,498,4,Точный гороскоп на сегодня,ru.appnode.astrohoroscope,https://www.rustore.ru/catalog/app/ru.appnode.astrohoroscope,unknown,no,exact_phrase_in_title,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,Exact keyword match in visible title.,No rating visible in search; detail listing not in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,65,QUICK WIN,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF+%D0%BD%D0%B0+%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F
2026-08-26,гороскоп на сегодня,498,5,Гороскопы,ru.mail.horo.android,https://www.rustore.ru/catalog/app/ru.mail.horo.android,"2,9",no,semantic_or_metadata_match,"2,9",888,406,90 тыс +,17 мая 2022,6,"Следите за предсказаниями каждый день! Проверяйте совместимость знаков, узнавайте гороскопы друзей, читайте астрологические статьи.",90 тыс+ установок и 888 оценок,"2,9",see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,65,QUICK WIN,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH facts / MEDIUM inference,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF+%D0%BD%D0%B0+%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F | listing: https://www.rustore.ru/catalog/app/ru.mail.horo.android
2026-08-26,гороскоп на сегодня,498,6,"РАК Гороскоп на сегодня, завтра и на каждый день",cancer.daily.horoscopes,https://www.rustore.ru/catalog/app/cancer.daily.horoscopes,"4,9",no,exact_phrase_in_title,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,Exact keyword match in visible title.,Detail metrics not audited in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,65,QUICK WIN,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF+%D0%BD%D0%B0+%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F
2026-08-26,гороскоп на сегодня,498,7,"ЛЕВ Гороскоп на сегодня, завтра и на каждый день",leo.daily.horoscopes,https://www.rustore.ru/catalog/app/leo.daily.horoscopes,"4,7",no,exact_phrase_in_title,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,Exact keyword match in visible title.,Detail metrics not audited in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,65,QUICK WIN,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF+%D0%BD%D0%B0+%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F
2026-08-26,гороскоп на сегодня,498,8,"ВЕСЫ Гороскоп на сегодня, завтра и на каждый день",libra.daily.horoscopes,https://www.rustore.ru/catalog/app/libra.daily.horoscopes,"4,7",no,exact_phrase_in_title,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,Exact keyword match in visible title.,Detail metrics not audited in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,65,QUICK WIN,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF+%D0%BD%D0%B0+%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F
2026-08-26,гороскоп на сегодня,498,9,"СТРЕЛЕЦ Гороскоп на сегодня, завтра и каждый день",sagittarius.daily.horoscopes,https://www.rustore.ru/catalog/app/sagittarius.daily.horoscopes,"4,9",no,exact_phrase_in_title,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,Exact keyword match in visible title.,Detail metrics not audited in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,65,QUICK WIN,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF+%D0%BD%D0%B0+%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F
2026-08-26,гороскоп на сегодня,498,10,"ВОДОЛЕЙ Гороскоп на сегодня, завтра и каждый день",aquarius.daily.horoscopes,https://www.rustore.ru/catalog/app/aquarius.daily.horoscopes,"4,8",no,exact_phrase_in_title,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,Exact keyword match in visible title.,Detail metrics not audited in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,65,QUICK WIN,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF+%D0%BD%D0%B0+%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F
2026-08-26,ежедневный гороскоп,500,1,Ежедневный гороскоп,daily.horoscope.face,https://www.rustore.ru/catalog/app/daily.horoscope.face,unknown,yes,exact_title,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,Exact keyword match in visible title.,No rating visible in search; detail listing not in 25-app deep sample.,Ежедневный гороскоп,"HYPOTHESIS: exact-title монопродукты стоят выше, но у лидеров нет видимого social proof; ниже находится ENIGMATA с 10 тыс+.",MEOU может выиграть глубиной персонального ежедневного чтения и аккуратным дизайном.,«Ежедневный» не является названием раздела; важно не создавать ложный отдельный продукт.,"Естественное daily coverage в short/full; доказать возвраты и качество Today; тестировать screenshot headline, не ломая архитектуру Дневника.",58,MEDIUM BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B5%D0%B6%D0%B5%D0%B4%D0%BD%D0%B5%D0%B2%D0%BD%D1%8B%D0%B9+%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF
2026-08-26,ежедневный гороскоп,500,2,Ежедневный гороскоп,info.vazquezsoftware.daily.horoscope,https://www.rustore.ru/catalog/app/info.vazquezsoftware.daily.horoscope,unknown,yes,exact_title,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,Exact keyword match in visible title.,No rating visible in search; detail listing not in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,58,MEDIUM BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B5%D0%B6%D0%B5%D0%B4%D0%BD%D0%B5%D0%B2%D0%BD%D1%8B%D0%B9+%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF
2026-08-26,ежедневный гороскоп,500,3,Ежедневный гороскоп - Yufic,ru.yufic.horoscoperu,https://www.rustore.ru/catalog/app/ru.yufic.horoscoperu,"4,8",no,exact_phrase_in_title,"4,8",5,unknown,1 тыс +,27 окт 2024,3,"Добро пожаловать в мир астрологии и предсказаний! Наше приложение ""Ежедневный Гороскоп"" создано специально для тех, кто хочет жить в гармонии с собой ",Exact daily title,Всего 5 оценок,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,58,MEDIUM BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH facts / MEDIUM inference,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B5%D0%B6%D0%B5%D0%B4%D0%BD%D0%B5%D0%B2%D0%BD%D1%8B%D0%B9+%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF | listing: https://www.rustore.ru/catalog/app/ru.yufic.horoscoperu
2026-08-26,ежедневный гороскоп,500,4,Гороскоп (ежедневный),kras.example.vhoroscope,https://www.rustore.ru/catalog/app/kras.example.vhoroscope,"4,5",no,all_content_terms_in_title,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,"Visible rating 4,5 in search.",Detail metrics not audited in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,58,MEDIUM BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B5%D0%B6%D0%B5%D0%B4%D0%BD%D0%B5%D0%B2%D0%BD%D1%8B%D0%B9+%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF
2026-08-26,ежедневный гороскоп,500,5,Ежедневный гороскоп — знаки зодиака,com.horoscope.daily,https://www.rustore.ru/catalog/app/com.horoscope.daily,unknown,no,exact_phrase_in_title,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,Exact keyword match in visible title.,No rating visible in search; detail listing not in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,58,MEDIUM BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B5%D0%B6%D0%B5%D0%B4%D0%BD%D0%B5%D0%B2%D0%BD%D1%8B%D0%B9+%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF
2026-08-26,ежедневный гороскоп,500,6,Мой ежедневный гороскоп PRO,com.idmobile.horoscopepremium,https://www.rustore.ru/catalog/app/com.idmobile.horoscopepremium,unknown,no,exact_phrase_in_title,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,Exact keyword match in visible title.,No rating visible in search; detail listing not in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,58,MEDIUM BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B5%D0%B6%D0%B5%D0%B4%D0%BD%D0%B5%D0%B2%D0%BD%D1%8B%D0%B9+%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF
2026-08-26,ежедневный гороскоп,500,7,Гороскоп,net.kosev.scoping,https://www.rustore.ru/catalog/app/net.kosev.scoping,"4,7",no,partial_title_match,"4,7",52,5,3 тыс +,4 февр 2026,3,"Получите доступ к своему гороскопу прямо с мобильного телефона или планшета. Приложение работает стабильно, не требует регистрации и не собирает ваши ",Exact head title,Только 3 скриншота и базовое generic-позиционирование.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,58,MEDIUM BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH facts / MEDIUM inference,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B5%D0%B6%D0%B5%D0%B4%D0%BD%D0%B5%D0%B2%D0%BD%D1%8B%D0%B9+%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF | listing: https://www.rustore.ru/catalog/app/net.kosev.scoping
2026-08-26,ежедневный гороскоп,500,8,Ежедневные гороскопы,tr.com.pher.horoscope,https://www.rustore.ru/catalog/app/tr.com.pher.horoscope,unknown,no,semantic_or_metadata_match,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,Top-10 visibility for the exact query.,No rating visible in search; detail listing not in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,58,MEDIUM BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B5%D0%B6%D0%B5%D0%B4%D0%BD%D0%B5%D0%B2%D0%BD%D1%8B%D0%B9+%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF
2026-08-26,ежедневный гороскоп,500,9,Гороскоп,com.vagasoft.horoscope.signs,https://www.rustore.ru/catalog/app/com.vagasoft.horoscope.signs,unknown,no,partial_title_match,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,Top-10 visibility for the exact query.,No rating visible in search; detail listing not in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,58,MEDIUM BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B5%D0%B6%D0%B5%D0%B4%D0%BD%D0%B5%D0%B2%D0%BD%D1%8B%D0%B9+%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF
2026-08-26,ежедневный гороскоп,500,10,Tu Horóscopo Diario: Ваш ежедневный гороскоп,com.IVR.tuhoroscopodiario,https://www.rustore.ru/catalog/app/com.IVR.tuhoroscopodiario,unknown,no,exact_phrase_in_title,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,Exact keyword match in visible title.,No rating visible in search; detail listing not in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,58,MEDIUM BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B5%D0%B6%D0%B5%D0%B4%D0%BD%D0%B5%D0%B2%D0%BD%D1%8B%D0%B9+%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF
